transactionId,ticketId,fanId,amount,paymentMethod,status
TR38078,T38078,FAN10864,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38079,T38079,FAN41349,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38080,T38080,FAN35079,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38081,T38081,FAN11696,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38082,T38082,FAN4948,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38083,T38083,FAN12740,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38084,T38084,FAN43633,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38085,T38085,FAN39263,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38086,T38086,FAN26822,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38087,T38087,FAN11041,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38088,T38088,FAN47497,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38089,T38089,FAN176,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38090,T38090,FAN4345,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38091,T38091,FAN4031,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38092,T38092,FAN42518,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38093,T38093,FAN16179,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38094,T38094,FAN2469,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38095,T38095,FAN11162,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38096,T38096,FAN46135,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38097,T38097,FAN37419,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38098,T38098,FAN27468,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38099,T38099,FAN36351,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38100,T38100,FAN25188,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR88100,T38100,FAN25188,800000.0,ONLINE,SUCCESS,2026-07-03T02:00:17.9908921
TR38101,T38101,FAN34377,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38102,T38102,FAN43684,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38103,T38103,FAN34617,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38104,T38104,FAN17737,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38105,T38105,FAN36714,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38106,T38106,FAN12210,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38107,T38107,FAN24444,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38108,T38108,FAN24681,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38109,T38109,FAN14158,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38110,T38110,FAN12181,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38111,T38111,FAN31287,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38112,T38112,FAN28022,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38113,T38113,FAN40138,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38114,T38114,FAN43945,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38115,T38115,FAN20570,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38116,T38116,FAN38920,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38117,T38117,FAN28478,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38118,T38118,FAN40470,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38119,T38119,FAN32471,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38120,T38120,FAN38470,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38121,T38121,FAN6925,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38122,T38122,FAN28085,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38123,T38123,FAN27536,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38124,T38124,FAN6511,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38125,T38125,FAN32190,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38126,T38126,FAN6268,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38127,T38127,FAN34696,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38128,T38128,FAN28270,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38129,T38129,FAN36727,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38130,T38130,FAN12877,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38131,T38131,FAN33438,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38132,T38132,FAN29484,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38133,T38133,FAN26063,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38134,T38134,FAN31923,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38135,T38135,FAN21677,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38136,T38136,FAN46046,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38137,T38137,FAN9950,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38138,T38138,FAN20012,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38139,T38139,FAN26832,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38140,T38140,FAN9905,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38141,T38141,FAN45878,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38142,T38142,FAN36557,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38143,T38143,FAN6595,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38144,T38144,FAN25262,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38145,T38145,FAN32513,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38146,T38146,FAN25640,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR88146,T38146,FAN25640,800000.0,ONLINE,SUCCESS,2026-07-03T02:00:17.9908921
TR38147,T38147,FAN48061,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38148,T38148,FAN11854,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38149,T38149,FAN6897,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38150,T38150,FAN21998,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38151,T38151,FAN8407,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38152,T38152,FAN19887,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38153,T38153,FAN46817,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38154,T38154,FAN40,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38155,T38155,FAN49742,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38156,T38156,FAN19094,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38157,T38157,FAN41355,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38158,T38158,FAN18089,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38159,T38159,FAN30473,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38160,T38160,FAN3269,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38161,T38161,FAN2006,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38162,T38162,FAN24463,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38163,T38163,FAN20292,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38164,T38164,FAN18594,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38165,T38165,FAN15144,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38166,T38166,FAN6178,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38167,T38167,FAN27241,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38168,T38168,FAN26938,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38169,T38169,FAN41425,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38170,T38170,FAN33880,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38171,T38171,FAN43554,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38172,T38172,FAN3595,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38173,T38173,FAN3348,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38174,T38174,FAN23528,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38175,T38175,FAN16868,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38176,T38176,FAN38613,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38177,T38177,FAN43991,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38178,T38178,FAN44213,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR88178,T38178,FAN44213,800000.0,ONLINE,SUCCESS,2026-07-03T02:00:17.9908921
TR38179,T38179,FAN28267,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38180,T38180,FAN18172,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38181,T38181,FAN6685,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38182,T38182,FAN29830,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38183,T38183,FAN12339,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38184,T38184,FAN26417,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38185,T38185,FAN32086,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38186,T38186,FAN15696,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38187,T38187,FAN2529,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38188,T38188,FAN6220,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38189,T38189,FAN28200,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38190,T38190,FAN38733,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38191,T38191,FAN42313,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38192,T38192,FAN7010,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38193,T38193,FAN18568,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38194,T38194,FAN48420,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38195,T38195,FAN49586,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38196,T38196,FAN10513,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38197,T38197,FAN11353,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38198,T38198,FAN17240,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38199,T38199,FAN31311,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38200,T38200,FAN44073,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38201,T38201,FAN10460,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38202,T38202,FAN1425,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38203,T38203,FAN34136,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38204,T38204,FAN10585,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38205,T38205,FAN32324,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38206,T38206,FAN42421,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38207,T38207,FAN8550,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38208,T38208,FAN33681,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38209,T38209,FAN1373,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38210,T38210,FAN26579,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38211,T38211,FAN26597,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38212,T38212,FAN48555,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38213,T38213,FAN13351,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38214,T38214,FAN14276,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38215,T38215,FAN41872,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38216,T38216,FAN13722,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38217,T38217,FAN18355,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38218,T38218,FAN17734,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR88218,T38218,FAN17734,800000.0,ONLINE,SUCCESS,2026-07-03T02:00:17.9908921
TR38219,T38219,FAN8400,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38220,T38220,FAN41282,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38221,T38221,FAN706,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38222,T38222,FAN42455,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38223,T38223,FAN9972,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38224,T38224,FAN20153,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38225,T38225,FAN10334,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38226,T38226,FAN1105,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38227,T38227,FAN647,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38228,T38228,FAN33170,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38229,T38229,FAN1015,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38230,T38230,FAN44573,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38231,T38231,FAN32228,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38232,T38232,FAN7499,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38233,T38233,FAN11706,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38234,T38234,FAN4499,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38235,T38235,FAN27274,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38236,T38236,FAN9756,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38237,T38237,FAN39443,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38238,T38238,FAN3380,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38239,T38239,FAN31028,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38240,T38240,FAN28134,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38241,T38241,FAN16581,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38242,T38242,FAN26838,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38243,T38243,FAN49673,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38244,T38244,FAN13621,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38245,T38245,FAN28262,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38246,T38246,FAN13617,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38247,T38247,FAN28962,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38248,T38248,FAN10487,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38249,T38249,FAN30708,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38250,T38250,FAN46871,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38251,T38251,FAN25811,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38252,T38252,FAN47003,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38253,T38253,FAN25479,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38254,T38254,FAN5142,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38255,T38255,FAN33460,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38256,T38256,FAN27986,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38257,T38257,FAN26956,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38258,T38258,FAN3847,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38259,T38259,FAN45971,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38260,T38260,FAN31855,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38261,T38261,FAN32151,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38262,T38262,FAN4776,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38263,T38263,FAN46251,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38264,T38264,FAN27867,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR88264,T38264,FAN27867,800000.0,ONLINE,SUCCESS,2026-07-03T02:00:17.9908921
TR38265,T38265,FAN2260,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38266,T38266,FAN9002,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38267,T38267,FAN42752,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38268,T38268,FAN35143,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38269,T38269,FAN17376,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38270,T38270,FAN46291,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38271,T38271,FAN17130,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38272,T38272,FAN39131,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38273,T38273,FAN32528,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38274,T38274,FAN17762,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38275,T38275,FAN16968,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38276,T38276,FAN41059,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38277,T38277,FAN46238,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38278,T38278,FAN17988,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38279,T38279,FAN7226,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38280,T38280,FAN23110,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR88280,T38280,FAN23110,800000.0,ONLINE,SUCCESS,2026-07-03T02:00:17.9908921
TR38281,T38281,FAN17713,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38282,T38282,FAN31806,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38283,T38283,FAN36417,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38284,T38284,FAN17640,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38285,T38285,FAN23347,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38286,T38286,FAN10154,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38287,T38287,FAN11142,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38288,T38288,FAN38256,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38289,T38289,FAN23857,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38290,T38290,FAN18124,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38291,T38291,FAN7189,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38292,T38292,FAN15857,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38293,T38293,FAN41169,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38294,T38294,FAN13601,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38295,T38295,FAN11686,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38296,T38296,FAN3480,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38297,T38297,FAN38147,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38298,T38298,FAN14897,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38299,T38299,FAN1600,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38300,T38300,FAN33577,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38301,T38301,FAN31175,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38302,T38302,FAN31315,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38303,T38303,FAN2771,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38304,T38304,FAN49588,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38305,T38305,FAN880,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38306,T38306,FAN4649,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38307,T38307,FAN38161,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38308,T38308,FAN13391,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38309,T38309,FAN34054,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38310,T38310,FAN13093,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38311,T38311,FAN25262,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38312,T38312,FAN33300,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38313,T38313,FAN5701,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38314,T38314,FAN40119,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38315,T38315,FAN40114,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38316,T38316,FAN489,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38317,T38317,FAN4725,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38318,T38318,FAN2930,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38319,T38319,FAN14709,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38320,T38320,FAN25691,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38321,T38321,FAN42192,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38322,T38322,FAN10979,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38323,T38323,FAN15068,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38324,T38324,FAN32162,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38325,T38325,FAN23208,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38326,T38326,FAN49311,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38327,T38327,FAN27291,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38328,T38328,FAN18814,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38329,T38329,FAN37761,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38330,T38330,FAN33219,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38331,T38331,FAN22371,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38332,T38332,FAN48470,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38333,T38333,FAN31559,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38334,T38334,FAN9268,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38335,T38335,FAN41546,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38336,T38336,FAN19449,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38337,T38337,FAN29110,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38338,T38338,FAN38607,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38339,T38339,FAN48771,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38340,T38340,FAN28450,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38341,T38341,FAN46114,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38342,T38342,FAN18122,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38343,T38343,FAN384,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38344,T38344,FAN24910,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38345,T38345,FAN38904,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38346,T38346,FAN47949,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38347,T38347,FAN18557,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38348,T38348,FAN49410,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38349,T38349,FAN9434,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38350,T38350,FAN25055,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38351,T38351,FAN44796,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
TR38352,T38352,FAN10054,800000.0,ONLINE,CONFIRMED,2026-07-03T02:00:17.9908921
TR38353,T38353,FAN22249,300000.0,CASH,SUCCESS,2026-07-03T02:00:17.9908921
