stadiumId,name,location,capacity
S08509,Nha Trang Arena 8509,Nha Trang,29500
S08510,Binh Duong Dome 8510,Binh Duong,27000
S08511,Da Nang National Stadium 8511,Da Nang,38500
S08512,Nha Trang Arena 8512,Nha Trang,24500
S08513,Ho Chi Minh City Dome 8513,Ho Chi Minh City,26500
S08514,Hue Sports Complex 8514,Hue,60000
S08515,Nha Trang Park 8515,Nha Trang,72500
S08516,Hue Arena 8516,Hue,74500
S08517,Hai Phong National Stadium 8517,Hai Phong,60500
S08518,Binh Duong Arena 8518,Binh Duong,28500
S08519,Nha Trang Sports Complex 8519,Nha Trang,35000
S08520,Quy Nhon National Stadium 8520,Quy Nhon,35000
S08521,Binh Duong Park 8521,Binh Duong,47500
S08522,Binh Duong Park 8522,Binh Duong,53000
S08523,Can Tho National Stadium 8523,Can Tho,33000
S08524,Quy Nhon National Stadium 8524,Quy Nhon,67500
S08525,Da Nang National Stadium 8525,Da Nang,71500
S08526,Can Tho Park 8526,Can Tho,60000
S08527,Hue Park 8527,Hue,60000
S08528,Can Tho National Stadium 8528,Can Tho,55000
S08529,Can Tho Arena 8529,Can Tho,66500
S08530,Quy Nhon Dome 8530,Quy Nhon,32000
S08531,Nam Dinh Arena 8531,Nam Dinh,41000
S08532,Hue Arena 8532,Hue,25500
S08533,Nam Dinh Sports Complex 8533,Nam Dinh,42000
S08534,Hai Phong Sports Complex 8534,Hai Phong,27000
S08535,Quy Nhon Dome 8535,Quy Nhon,46000
S08536,Can Tho Arena 8536,Can Tho,25500
S08537,Can Tho Park 8537,Can Tho,25000
S08538,Hanoi Dome 8538,Hanoi,20500
S08539,Hue Sports Complex 8539,Hue,50500
S08540,Ho Chi Minh City Arena 8540,Ho Chi Minh City,68000
S08541,Nam Dinh Arena 8541,Nam Dinh,17000
S08542,Can Tho Park 8542,Can Tho,62500
S08543,Da Nang Arena 8543,Da Nang,54000
S08544,Nha Trang National Stadium 8544,Nha Trang,19500
S08545,Can Tho Dome 8545,Can Tho,29500
S08546,Hanoi Arena 8546,Hanoi,54000
S08547,Can Tho Sports Complex 8547,Can Tho,64500
S08548,Nam Dinh Dome 8548,Nam Dinh,30000
S08549,Hue Arena 8549,Hue,45500
S08550,Da Nang Dome 8550,Da Nang,26500
S08551,Nam Dinh Sports Complex 8551,Nam Dinh,58500
S08552,Da Nang National Stadium 8552,Da Nang,43500
S08553,Hue National Stadium 8553,Hue,37000
S08554,Nha Trang Park 8554,Nha Trang,48500
S08555,Hanoi Park 8555,Hanoi,37500
S08556,Ho Chi Minh City Arena 8556,Ho Chi Minh City,28500
S08557,Ho Chi Minh City Arena 8557,Ho Chi Minh City,58000
S08558,Binh Duong National Stadium 8558,Binh Duong,18000
S08559,Nha Trang Park 8559,Nha Trang,50000
S08560,Hai Phong Arena 8560,Hai Phong,19000
S08561,Ho Chi Minh City Arena 8561,Ho Chi Minh City,70500
S08562,Da Nang National Stadium 8562,Da Nang,77000
S08563,Da Nang National Stadium 8563,Da Nang,39500
S08564,Nha Trang Park 8564,Nha Trang,58500
S08565,Ho Chi Minh City Sports Complex 8565,Ho Chi Minh City,50500
S08566,Da Nang Dome 8566,Da Nang,50500
S08567,Hue Park 8567,Hue,47500
S08568,Hue Sports Complex 8568,Hue,73500
S08569,Hanoi National Stadium 8569,Hanoi,65000
S08570,Nam Dinh National Stadium 8570,Nam Dinh,50000
S08571,Can Tho Sports Complex 8571,Can Tho,51500
S08572,Binh Duong National Stadium 8572,Binh Duong,40500
S08573,Nha Trang Sports Complex 8573,Nha Trang,64000
S08574,Da Nang National Stadium 8574,Da Nang,18000
S08575,Hue Arena 8575,Hue,52500
S08576,Binh Duong Dome 8576,Binh Duong,44000
S08577,Binh Duong Dome 8577,Binh Duong,31000
S08578,Can Tho Park 8578,Can Tho,36500
S08579,Hue Dome 8579,Hue,33500
S08580,Hue Sports Complex 8580,Hue,66000
S08581,Ho Chi Minh City Park 8581,Ho Chi Minh City,43500
S08582,Da Nang Arena 8582,Da Nang,34500
S08583,Da Nang National Stadium 8583,Da Nang,55000
S08584,Da Nang Dome 8584,Da Nang,68000
S08585,Da Nang Arena 8585,Da Nang,20000
S08586,Hai Phong Arena 8586,Hai Phong,16000
S08587,Nha Trang National Stadium 8587,Nha Trang,18000
S08588,Nha Trang Arena 8588,Nha Trang,55000
S08589,Nha Trang Park 8589,Nha Trang,29000
S08590,Ho Chi Minh City Sports Complex 8590,Ho Chi Minh City,63000
S08591,Quy Nhon Park 8591,Quy Nhon,75000
S08592,Nam Dinh National Stadium 8592,Nam Dinh,21000
S08593,Quy Nhon Park 8593,Quy Nhon,44500
S08594,Da Nang Dome 8594,Da Nang,53500
S08595,Nam Dinh Park 8595,Nam Dinh,79000
S08596,Nam Dinh Sports Complex 8596,Nam Dinh,52500
S08597,Binh Duong National Stadium 8597,Binh Duong,57500
S08598,Da Nang Park 8598,Da Nang,61000
S08599,Hai Phong National Stadium 8599,Hai Phong,63000
S08600,Binh Duong National Stadium 8600,Binh Duong,18500
S08601,Hai Phong Dome 8601,Hai Phong,42500
S08602,Hue National Stadium 8602,Hue,63500
S08603,Da Nang National Stadium 8603,Da Nang,19000
S08604,Hanoi Sports Complex 8604,Hanoi,76500
S08605,Hai Phong Arena 8605,Hai Phong,50500
S08606,Can Tho Arena 8606,Can Tho,50500
S08607,Hue Arena 8607,Hue,72000
S08608,Ho Chi Minh City National Stadium 8608,Ho Chi Minh City,36000
S08609,Hanoi Sports Complex 8609,Hanoi,68000
S08610,Da Nang Sports Complex 8610,Da Nang,31000
S08611,Binh Duong Arena 8611,Binh Duong,51000
S08612,Hanoi Sports Complex 8612,Hanoi,51500
S08613,Da Nang Dome 8613,Da Nang,70000
S08614,Nam Dinh Arena 8614,Nam Dinh,58500
S08615,Nam Dinh Park 8615,Nam Dinh,19000
S08616,Hanoi Dome 8616,Hanoi,41000
S08617,Binh Duong Dome 8617,Binh Duong,25500
S08618,Quy Nhon Dome 8618,Quy Nhon,76000
S08619,Hai Phong Arena 8619,Hai Phong,26500
S08620,Binh Duong Arena 8620,Binh Duong,73000
S08621,Binh Duong Park 8621,Binh Duong,73500
S08622,Hue Arena 8622,Hue,29000
S08623,Quy Nhon Dome 8623,Quy Nhon,74000
S08624,Ho Chi Minh City Park 8624,Ho Chi Minh City,37000
S08625,Ho Chi Minh City Park 8625,Ho Chi Minh City,75000
S08626,Hue Arena 8626,Hue,41000
S08627,Quy Nhon National Stadium 8627,Quy Nhon,31000
S08628,Hue Park 8628,Hue,35000
S08629,Ho Chi Minh City National Stadium 8629,Ho Chi Minh City,79000
S08630,Ho Chi Minh City Arena 8630,Ho Chi Minh City,25000
S08631,Binh Duong Arena 8631,Binh Duong,28000
S08632,Hai Phong Park 8632,Hai Phong,25000
S08633,Ho Chi Minh City Park 8633,Ho Chi Minh City,70500
S08634,Binh Duong Arena 8634,Binh Duong,38000
S08635,Da Nang Dome 8635,Da Nang,63500
S08636,Nam Dinh National Stadium 8636,Nam Dinh,49500
S08637,Quy Nhon Sports Complex 8637,Quy Nhon,61500
S08638,Hanoi Dome 8638,Hanoi,77500
S08639,Quy Nhon Dome 8639,Quy Nhon,40500
S08640,Ho Chi Minh City National Stadium 8640,Ho Chi Minh City,42500
S08641,Can Tho Park 8641,Can Tho,26000
S08642,Hanoi Park 8642,Hanoi,49500
S08643,Ho Chi Minh City Sports Complex 8643,Ho Chi Minh City,31000
S08644,Ho Chi Minh City Park 8644,Ho Chi Minh City,23500
S08645,Quy Nhon Park 8645,Quy Nhon,44000
S08646,Hue National Stadium 8646,Hue,45000
S08647,Binh Duong National Stadium 8647,Binh Duong,38000
S08648,Nam Dinh Dome 8648,Nam Dinh,53000
S08649,Binh Duong Arena 8649,Binh Duong,50500
S08650,Nha Trang Sports Complex 8650,Nha Trang,58500
S08651,Quy Nhon Arena 8651,Quy Nhon,63000
S08652,Hanoi Arena 8652,Hanoi,61000
S08653,Hue Dome 8653,Hue,39000
S08654,Hue Park 8654,Hue,40000
S08655,Da Nang Park 8655,Da Nang,72000
S08656,Can Tho Park 8656,Can Tho,69500
S08657,Ho Chi Minh City Arena 8657,Ho Chi Minh City,36000
S08658,Quy Nhon Arena 8658,Quy Nhon,35000
S08659,Nam Dinh Park 8659,Nam Dinh,54000
S08660,Nam Dinh Arena 8660,Nam Dinh,37500
S08661,Can Tho Arena 8661,Can Tho,54500
S08662,Nha Trang Dome 8662,Nha Trang,56000
S08663,Hanoi Dome 8663,Hanoi,63500
S08664,Nha Trang Arena 8664,Nha Trang,53000
S08665,Nam Dinh National Stadium 8665,Nam Dinh,44000
S08666,Nha Trang Dome 8666,Nha Trang,24500
S08667,Nam Dinh Dome 8667,Nam Dinh,42500
S08668,Nam Dinh Sports Complex 8668,Nam Dinh,19000
S08669,Quy Nhon Park 8669,Quy Nhon,55500
S08670,Hue Dome 8670,Hue,16500
S08671,Binh Duong National Stadium 8671,Binh Duong,51500
S08672,Nam Dinh Dome 8672,Nam Dinh,35000
S08673,Quy Nhon Sports Complex 8673,Quy Nhon,51500
S08674,Can Tho Park 8674,Can Tho,70500
S08675,Nam Dinh Sports Complex 8675,Nam Dinh,41500
S08676,Nha Trang National Stadium 8676,Nha Trang,77500
S08677,Binh Duong Arena 8677,Binh Duong,67500
S08678,Nam Dinh Park 8678,Nam Dinh,70500
S08679,Nha Trang National Stadium 8679,Nha Trang,42000
S08680,Quy Nhon Arena 8680,Quy Nhon,34000
S08681,Quy Nhon Park 8681,Quy Nhon,77000
S08682,Can Tho Arena 8682,Can Tho,41000
S08683,Nam Dinh Park 8683,Nam Dinh,68000
S08684,Binh Duong National Stadium 8684,Binh Duong,40000
S08685,Nha Trang Park 8685,Nha Trang,50000
S08686,Hanoi Sports Complex 8686,Hanoi,34000
S08687,Can Tho National Stadium 8687,Can Tho,67000
S08688,Nam Dinh Arena 8688,Nam Dinh,58500
S08689,Binh Duong Dome 8689,Binh Duong,72500
S08690,Hanoi Sports Complex 8690,Hanoi,78000
S08691,Da Nang National Stadium 8691,Da Nang,70000
S08692,Hanoi Arena 8692,Hanoi,41000
S08693,Da Nang Dome 8693,Da Nang,17500
S08694,Hue Dome 8694,Hue,34000
S08695,Binh Duong Park 8695,Binh Duong,74000
S08696,Hanoi National Stadium 8696,Hanoi,70000
S08697,Binh Duong Arena 8697,Binh Duong,32500
S08698,Binh Duong Sports Complex 8698,Binh Duong,38500
S08699,Binh Duong National Stadium 8699,Binh Duong,65500
S08700,Hai Phong National Stadium 8700,Hai Phong,51500
S08701,Binh Duong Park 8701,Binh Duong,51500
S08702,Hai Phong National Stadium 8702,Hai Phong,36500
S08703,Quy Nhon Sports Complex 8703,Quy Nhon,58500
S08704,Binh Duong Park 8704,Binh Duong,30500
S08705,Nam Dinh Park 8705,Nam Dinh,63500
S08706,Quy Nhon Sports Complex 8706,Quy Nhon,69500
S08707,Ho Chi Minh City Park 8707,Ho Chi Minh City,38000
S08708,Hue Arena 8708,Hue,16000
S08709,Da Nang Dome 8709,Da Nang,66500
S08710,Can Tho National Stadium 8710,Can Tho,18000
S08711,Hanoi Arena 8711,Hanoi,18000
S08712,Can Tho Dome 8712,Can Tho,65000
S08713,Hue National Stadium 8713,Hue,54000
S08714,Nam Dinh Sports Complex 8714,Nam Dinh,57500
S08715,Hai Phong National Stadium 8715,Hai Phong,74500
S08716,Can Tho Dome 8716,Can Tho,34000
S08717,Ho Chi Minh City Park 8717,Ho Chi Minh City,32000
S08718,Nam Dinh Arena 8718,Nam Dinh,69000
S08719,Quy Nhon Park 8719,Quy Nhon,58500
S08720,Nha Trang Dome 8720,Nha Trang,44500
S08721,Nam Dinh National Stadium 8721,Nam Dinh,48000
S08722,Quy Nhon National Stadium 8722,Quy Nhon,58000
S08723,Ho Chi Minh City Park 8723,Ho Chi Minh City,46000
S08724,Da Nang Dome 8724,Da Nang,72500
S08725,Hanoi National Stadium 8725,Hanoi,22500
S08726,Hai Phong Dome 8726,Hai Phong,39500
S08727,Ho Chi Minh City National Stadium 8727,Ho Chi Minh City,30000
S08728,Nha Trang Sports Complex 8728,Nha Trang,35000
S08729,Nha Trang Arena 8729,Nha Trang,54500
S08730,Nam Dinh National Stadium 8730,Nam Dinh,41000
S08731,Quy Nhon Sports Complex 8731,Quy Nhon,58500
S08732,Can Tho Dome 8732,Can Tho,51500
S08733,Hue Sports Complex 8733,Hue,26000
S08734,Nha Trang National Stadium 8734,Nha Trang,40000
S08735,Da Nang Arena 8735,Da Nang,22500
S08736,Can Tho Sports Complex 8736,Can Tho,55000
S08737,Nam Dinh Dome 8737,Nam Dinh,72000
S08738,Quy Nhon Arena 8738,Quy Nhon,35500
S08739,Hue Arena 8739,Hue,27000
S08740,Da Nang National Stadium 8740,Da Nang,55000
S08741,Hanoi Sports Complex 8741,Hanoi,30500
S08742,Hai Phong Sports Complex 8742,Hai Phong,44000
S08743,Hanoi Sports Complex 8743,Hanoi,47500
S08744,Nha Trang Dome 8744,Nha Trang,74000
S08745,Hue Sports Complex 8745,Hue,50500
S08746,Nha Trang Sports Complex 8746,Nha Trang,39500
S08747,Nam Dinh Arena 8747,Nam Dinh,54500
S08748,Hue Sports Complex 8748,Hue,26000
S08749,Ho Chi Minh City Arena 8749,Ho Chi Minh City,50000
S08750,Hai Phong Sports Complex 8750,Hai Phong,15500
S08751,Quy Nhon National Stadium 8751,Quy Nhon,78500
S08752,Da Nang Sports Complex 8752,Da Nang,37000
S08753,Can Tho Arena 8753,Can Tho,21500
S08754,Da Nang Park 8754,Da Nang,18500
S08755,Hanoi Arena 8755,Hanoi,41000
S08756,Da Nang Arena 8756,Da Nang,77000
S08757,Ho Chi Minh City National Stadium 8757,Ho Chi Minh City,76000
S08758,Quy Nhon Arena 8758,Quy Nhon,75500
S08759,Da Nang Dome 8759,Da Nang,47500
S08760,Da Nang Dome 8760,Da Nang,65500
S08761,Nha Trang Park 8761,Nha Trang,57000
S08762,Binh Duong Arena 8762,Binh Duong,55500
S08763,Can Tho Park 8763,Can Tho,36000
S08764,Can Tho Park 8764,Can Tho,36500
S08765,Da Nang Arena 8765,Da Nang,53500
S08766,Nha Trang Arena 8766,Nha Trang,59500
S08767,Can Tho Arena 8767,Can Tho,61500
S08768,Can Tho National Stadium 8768,Can Tho,41500
S08769,Ho Chi Minh City Park 8769,Ho Chi Minh City,36500
S08770,Quy Nhon Sports Complex 8770,Quy Nhon,55500
S08771,Ho Chi Minh City Dome 8771,Ho Chi Minh City,19500
S08772,Hanoi Sports Complex 8772,Hanoi,75000
S08773,Hanoi Park 8773,Hanoi,71000
S08774,Hanoi Sports Complex 8774,Hanoi,35000
S08775,Nam Dinh National Stadium 8775,Nam Dinh,32000
S08776,Quy Nhon Dome 8776,Quy Nhon,35000
S08777,Nha Trang Dome 8777,Nha Trang,30000
S08778,Can Tho Arena 8778,Can Tho,38500
S08779,Da Nang Sports Complex 8779,Da Nang,43500
S08780,Binh Duong Sports Complex 8780,Binh Duong,22500
S08781,Quy Nhon National Stadium 8781,Quy Nhon,38500
S08782,Nam Dinh Sports Complex 8782,Nam Dinh,61000
S08783,Nam Dinh Dome 8783,Nam Dinh,28000
S08784,Nha Trang Sports Complex 8784,Nha Trang,70500
S08785,Nam Dinh Arena 8785,Nam Dinh,17500
S08786,Can Tho Arena 8786,Can Tho,47000
S08787,Binh Duong Park 8787,Binh Duong,17000
S08788,Hai Phong Arena 8788,Hai Phong,23000
S08789,Binh Duong Arena 8789,Binh Duong,42500
S08790,Ho Chi Minh City National Stadium 8790,Ho Chi Minh City,60000
S08791,Hai Phong Arena 8791,Hai Phong,69000
S08792,Binh Duong Park 8792,Binh Duong,79500
S08793,Da Nang Dome 8793,Da Nang,76500
S08794,Hanoi Park 8794,Hanoi,46000
S08795,Binh Duong Park 8795,Binh Duong,73500
S08796,Da Nang Park 8796,Da Nang,19500
S08797,Can Tho Arena 8797,Can Tho,46500
S08798,Binh Duong Dome 8798,Binh Duong,28000
S08799,Hanoi Sports Complex 8799,Hanoi,69000
S08800,Binh Duong Dome 8800,Binh Duong,27000
S08801,Can Tho National Stadium 8801,Can Tho,35500
S08802,Da Nang National Stadium 8802,Da Nang,44000
S08803,Nha Trang Dome 8803,Nha Trang,36500
S08804,Hai Phong Sports Complex 8804,Hai Phong,63000
S08805,Hai Phong Dome 8805,Hai Phong,68000
S08806,Binh Duong National Stadium 8806,Binh Duong,21500
S08807,Binh Duong Park 8807,Binh Duong,71500
S08808,Ho Chi Minh City Sports Complex 8808,Ho Chi Minh City,43000
S08809,Quy Nhon Arena 8809,Quy Nhon,34000
S08810,Nha Trang Dome 8810,Nha Trang,47500
S08811,Ho Chi Minh City Dome 8811,Ho Chi Minh City,44000
S08812,Hue Arena 8812,Hue,54000
S08813,Hue Park 8813,Hue,76000
S08814,Ho Chi Minh City Sports Complex 8814,Ho Chi Minh City,29500
S08815,Hai Phong Dome 8815,Hai Phong,24000
S08816,Nam Dinh Park 8816,Nam Dinh,52500
S08817,Nha Trang Dome 8817,Nha Trang,56000
S08818,Hue Sports Complex 8818,Hue,78500
S08819,Can Tho National Stadium 8819,Can Tho,55000
S08820,Nam Dinh Park 8820,Nam Dinh,53500
S08821,Hanoi National Stadium 8821,Hanoi,22500
S08822,Hanoi Park 8822,Hanoi,54000
S08823,Binh Duong Sports Complex 8823,Binh Duong,46500
S08824,Hai Phong Park 8824,Hai Phong,16000
S08825,Binh Duong Arena 8825,Binh Duong,69500
S08826,Can Tho Arena 8826,Can Tho,21000
S08827,Ho Chi Minh City Park 8827,Ho Chi Minh City,54000
S08828,Hue Park 8828,Hue,34000
S08829,Nha Trang Arena 8829,Nha Trang,57500
S08830,Nha Trang Dome 8830,Nha Trang,33000
S08831,Binh Duong Park 8831,Binh Duong,34500
S08832,Nam Dinh Park 8832,Nam Dinh,62500
S08833,Quy Nhon Park 8833,Quy Nhon,39500
S08834,Quy Nhon Arena 8834,Quy Nhon,52000
S08835,Can Tho Dome 8835,Can Tho,36500
S08836,Nam Dinh Sports Complex 8836,Nam Dinh,64500
S08837,Binh Duong Arena 8837,Binh Duong,77000
S08838,Binh Duong National Stadium 8838,Binh Duong,70000
S08839,Nam Dinh National Stadium 8839,Nam Dinh,26500
S08840,Da Nang National Stadium 8840,Da Nang,44000
S08841,Nam Dinh Dome 8841,Nam Dinh,63000
S08842,Binh Duong Park 8842,Binh Duong,58500
S08843,Ho Chi Minh City Arena 8843,Ho Chi Minh City,34500
S08844,Binh Duong Park 8844,Binh Duong,27500
S08845,Nam Dinh Dome 8845,Nam Dinh,74000
S08846,Ho Chi Minh City Dome 8846,Ho Chi Minh City,16000
S08847,Can Tho Park 8847,Can Tho,49500
S08848,Nha Trang Sports Complex 8848,Nha Trang,75500
S08849,Can Tho National Stadium 8849,Can Tho,67000
S08850,Nha Trang Arena 8850,Nha Trang,43000
S08851,Quy Nhon Arena 8851,Quy Nhon,49500
S08852,Hue Park 8852,Hue,22000
S08853,Ho Chi Minh City Arena 8853,Ho Chi Minh City,62500
S08854,Hai Phong National Stadium 8854,Hai Phong,29000
S08855,Binh Duong Park 8855,Binh Duong,37500
S08856,Hue Park 8856,Hue,22500
S08857,Ho Chi Minh City Park 8857,Ho Chi Minh City,31000
S08858,Nam Dinh Dome 8858,Nam Dinh,69500
S08859,Binh Duong National Stadium 8859,Binh Duong,33000
S08860,Can Tho Park 8860,Can Tho,15500
S08861,Hanoi Park 8861,Hanoi,58000
S08862,Nam Dinh Arena 8862,Nam Dinh,69500
S08863,Ho Chi Minh City Dome 8863,Ho Chi Minh City,45500
S08864,Nam Dinh National Stadium 8864,Nam Dinh,39500
S08865,Can Tho Arena 8865,Can Tho,51500
S08866,Hue Dome 8866,Hue,53500
S08867,Hai Phong Arena 8867,Hai Phong,69000
S08868,Can Tho National Stadium 8868,Can Tho,56000
S08869,Can Tho Park 8869,Can Tho,50500
S08870,Hanoi Dome 8870,Hanoi,78000
S08871,Hanoi Sports Complex 8871,Hanoi,28000
S08872,Da Nang Dome 8872,Da Nang,16500
S08873,Ho Chi Minh City National Stadium 8873,Ho Chi Minh City,52500
S08874,Hai Phong Park 8874,Hai Phong,20000
S08875,Hanoi Arena 8875,Hanoi,78000
S08876,Binh Duong Arena 8876,Binh Duong,71000
S08877,Nam Dinh Dome 8877,Nam Dinh,35000
S08878,Da Nang Sports Complex 8878,Da Nang,38000
S08879,Ho Chi Minh City Arena 8879,Ho Chi Minh City,62500
S08880,Hue National Stadium 8880,Hue,52500
S08881,Hanoi Park 8881,Hanoi,36500
S08882,Binh Duong National Stadium 8882,Binh Duong,71000
S08883,Binh Duong National Stadium 8883,Binh Duong,18000
S08884,Nha Trang Sports Complex 8884,Nha Trang,19000
S08885,Da Nang Sports Complex 8885,Da Nang,29000
S08886,Quy Nhon Arena 8886,Quy Nhon,41000
S08887,Ho Chi Minh City Sports Complex 8887,Ho Chi Minh City,76000
S08888,Binh Duong Dome 8888,Binh Duong,28500
S08889,Hue Dome 8889,Hue,24000
S08890,Quy Nhon National Stadium 8890,Quy Nhon,29000
S08891,Can Tho Park 8891,Can Tho,62000
S08892,Nam Dinh Dome 8892,Nam Dinh,52000
S08893,Hai Phong Arena 8893,Hai Phong,38000
S08894,Hai Phong Park 8894,Hai Phong,19000
S08895,Hanoi Sports Complex 8895,Hanoi,50500
S08896,Can Tho Dome 8896,Can Tho,21000
S08897,Can Tho Sports Complex 8897,Can Tho,44500
S08898,Hai Phong National Stadium 8898,Hai Phong,57500
S08899,Can Tho Dome 8899,Can Tho,69000
S08900,Hue Arena 8900,Hue,53500
S08901,Quy Nhon Park 8901,Quy Nhon,27000
S08902,Can Tho Sports Complex 8902,Can Tho,67000
S08903,Ho Chi Minh City National Stadium 8903,Ho Chi Minh City,40000
S08904,Nha Trang Arena 8904,Nha Trang,40500
S08905,Nam Dinh National Stadium 8905,Nam Dinh,58500
S08906,Da Nang Park 8906,Da Nang,74500
S08907,Hai Phong Dome 8907,Hai Phong,47000
S08908,Da Nang Dome 8908,Da Nang,17000
S08909,Da Nang Park 8909,Da Nang,54000
S08910,Hue Dome 8910,Hue,42000
S08911,Hanoi Sports Complex 8911,Hanoi,75000
S08912,Hai Phong Sports Complex 8912,Hai Phong,26500
S08913,Binh Duong National Stadium 8913,Binh Duong,40000
S08914,Nha Trang Sports Complex 8914,Nha Trang,19500
S08915,Hue National Stadium 8915,Hue,17500
S08916,Ho Chi Minh City Park 8916,Ho Chi Minh City,60500
S08917,Quy Nhon Sports Complex 8917,Quy Nhon,56500
S08918,Hai Phong Sports Complex 8918,Hai Phong,50000
S08919,Nha Trang Dome 8919,Nha Trang,69500
S08920,Nha Trang National Stadium 8920,Nha Trang,79000
S08921,Can Tho National Stadium 8921,Can Tho,17500
S08922,Hai Phong Park 8922,Hai Phong,51000
S08923,Hanoi Arena 8923,Hanoi,47000
S08924,Hai Phong National Stadium 8924,Hai Phong,32500
S08925,Da Nang Dome 8925,Da Nang,42500
S08926,Hai Phong Dome 8926,Hai Phong,24000
S08927,Binh Duong National Stadium 8927,Binh Duong,32500
S08928,Nha Trang Sports Complex 8928,Nha Trang,44500
S08929,Ho Chi Minh City Park 8929,Ho Chi Minh City,64500
S08930,Nam Dinh Arena 8930,Nam Dinh,54000
S08931,Can Tho Arena 8931,Can Tho,75500
S08932,Hanoi Park 8932,Hanoi,42000
S08933,Nam Dinh National Stadium 8933,Nam Dinh,42500
S08934,Quy Nhon Dome 8934,Quy Nhon,32000
S08935,Nam Dinh National Stadium 8935,Nam Dinh,52500
S08936,Da Nang Arena 8936,Da Nang,48000
S08937,Binh Duong Sports Complex 8937,Binh Duong,76500
S08938,Nam Dinh Park 8938,Nam Dinh,45000
S08939,Nha Trang Sports Complex 8939,Nha Trang,64500
S08940,Can Tho National Stadium 8940,Can Tho,71000
S08941,Hai Phong Sports Complex 8941,Hai Phong,50000
S08942,Quy Nhon Arena 8942,Quy Nhon,70500
S08943,Quy Nhon National Stadium 8943,Quy Nhon,44500
S08944,Nha Trang Arena 8944,Nha Trang,16500
S08945,Hue Park 8945,Hue,78000
S08946,Binh Duong National Stadium 8946,Binh Duong,66500
S08947,Ho Chi Minh City Dome 8947,Ho Chi Minh City,70000
S08948,Nha Trang National Stadium 8948,Nha Trang,28500
S08949,Nha Trang Arena 8949,Nha Trang,53500
S08950,Binh Duong Park 8950,Binh Duong,74000
S08951,Ho Chi Minh City Park 8951,Ho Chi Minh City,47500
S08952,Hai Phong Park 8952,Hai Phong,46000
S08953,Quy Nhon Sports Complex 8953,Quy Nhon,78000
S08954,Binh Duong Arena 8954,Binh Duong,63000
S08955,Hai Phong Arena 8955,Hai Phong,41500
S08956,Nha Trang Dome 8956,Nha Trang,44500
S08957,Hanoi Sports Complex 8957,Hanoi,21000
S08958,Hai Phong National Stadium 8958,Hai Phong,54500
S08959,Hanoi Park 8959,Hanoi,75000
S08960,Ho Chi Minh City Sports Complex 8960,Ho Chi Minh City,27500
S08961,Binh Duong Dome 8961,Binh Duong,78500
S08962,Hanoi Arena 8962,Hanoi,50500
S08963,Da Nang Dome 8963,Da Nang,23500
S08964,Can Tho Sports Complex 8964,Can Tho,66500
S08965,Da Nang National Stadium 8965,Da Nang,75500
S08966,Nha Trang National Stadium 8966,Nha Trang,58000
S08967,Da Nang Arena 8967,Da Nang,73500
S08968,Ho Chi Minh City Park 8968,Ho Chi Minh City,17500
S08969,Can Tho Dome 8969,Can Tho,45500
S08970,Da Nang National Stadium 8970,Da Nang,32500
S08971,Nha Trang National Stadium 8971,Nha Trang,16500
S08972,Hanoi Dome 8972,Hanoi,60000
S08973,Nam Dinh Sports Complex 8973,Nam Dinh,21500
S08974,Nam Dinh Arena 8974,Nam Dinh,25500
S08975,Nha Trang Sports Complex 8975,Nha Trang,66000
S08976,Hai Phong Park 8976,Hai Phong,57000
S08977,Ho Chi Minh City National Stadium 8977,Ho Chi Minh City,55500
S08978,Quy Nhon Park 8978,Quy Nhon,35500
S08979,Ho Chi Minh City Arena 8979,Ho Chi Minh City,24500
S08980,Nha Trang Park 8980,Nha Trang,77500
S08981,Quy Nhon National Stadium 8981,Quy Nhon,53500
S08982,Binh Duong Dome 8982,Binh Duong,25000
S08983,Hue Sports Complex 8983,Hue,71500
S08984,Nam Dinh Dome 8984,Nam Dinh,28500
S08985,Da Nang Arena 8985,Da Nang,39500
S08986,Ho Chi Minh City Dome 8986,Ho Chi Minh City,70000
S08987,Nha Trang Arena 8987,Nha Trang,27000
S08988,Nha Trang National Stadium 8988,Nha Trang,32500
S08989,Hai Phong Arena 8989,Hai Phong,42500
S08990,Ho Chi Minh City National Stadium 8990,Ho Chi Minh City,50000
S08991,Nam Dinh National Stadium 8991,Nam Dinh,17500
S08992,Hai Phong Sports Complex 8992,Hai Phong,40000
S08993,Binh Duong Dome 8993,Binh Duong,21500
S08994,Hue Arena 8994,Hue,18500
S08995,Quy Nhon National Stadium 8995,Quy Nhon,25000
S08996,Binh Duong Dome 8996,Binh Duong,44500
S08997,Da Nang National Stadium 8997,Da Nang,76000
S08998,Da Nang National Stadium 8998,Da Nang,17000
S08999,Nam Dinh Sports Complex 8999,Nam Dinh,66000
S09000,Hai Phong Dome 9000,Hai Phong,73500
S09001,Hue Arena 9001,Hue,19500
S09002,Nam Dinh Sports Complex 9002,Nam Dinh,28000
S09003,Hue Park 9003,Hue,53000
S09004,Hanoi National Stadium 9004,Hanoi,37000
S09005,Quy Nhon Dome 9005,Quy Nhon,54500
S09006,Can Tho National Stadium 9006,Can Tho,19000
S09007,Ho Chi Minh City Dome 9007,Ho Chi Minh City,31000
S09008,Da Nang Sports Complex 9008,Da Nang,77500
S09009,Nam Dinh National Stadium 9009,Nam Dinh,16500
S09010,Quy Nhon Arena 9010,Quy Nhon,55500
